trilha_nome,curso_nome,curso_link,modulo_id,modulo_nome,aula_id,aula_nome,aula_slug,aula_link,aula_concluida,aula_sumario,aula_conteudo_html
Trilha de I.A. com n8n – Fundamentos,"Integração com Banco de Dados (Postgres, MySQL, ect)",https://jornadadedados.alpaclass.com/c/cursos/WdDbGh?from=contents,189278,Trilha n8n,1026671,Integrando n8n com bancos SQL,Yr5JDG,https://jornadadedados.alpaclass.com/c/cursos/WdDbGh?lessonSlug=Yr5JDG,True,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p>Adicione o calend&aacute;rio da Jornada!<br><br><a href=""https://calendar.google.com/calendar/u/0?cid=Y182NWM2YTFiM2M4OWEyYmY4Y2ExMDMyZGQ1MDI1NWUxODJmNDkxMmRlYjAxOWU2YjRkZmRlNzlhOGY1ZmJmOTFiQGdyb3VwLmNhbGVuZGFyLmdvb2dsZS5jb20"">https://calendar.google.com/ca...</a></p></body></html>
"
Trilha de I.A. com n8n – Fundamentos,Automação com Whatsapp,https://jornadadedados.alpaclass.com/c/cursos/mYiv48?from=contents,189284,Trilha n8n,1026684,Automação com Whatsapp,4ESZ1E,https://jornadadedados.alpaclass.com/c/cursos/mYiv48?lessonSlug=4ESZ1E,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p>Link da Hostinger: <a href=""https://hostinger.com.br?REFERRALCODE=F9PLVGALVBMK"">https://hostinger.com.br?REFER...</a><a href=""https://calendar.google.com/calendar/u/0?cid=Y182NWM2YTFiM2M4OWEyYmY4Y2ExMDMyZGQ1MDI1NWUxODJmNDkxMmRlYjAxOWU2YjRkZmRlNzlhOGY1ZmJmOTFiQGdyb3VwLmNhbGVuZGFyLmdvb2dsZS5jb20""></a></p></body></html>
"
Trilha de I.A. com n8n – Fundamentos,Setup com o Especialista Gustavo Pereira,https://jornadadedados.alpaclass.com/c/cursos/ch6HGF?from=contents,191017,Conteúdo,1035960,Setup,sE5qxk,https://jornadadedados.alpaclass.com/c/cursos/ch6HGF?lessonSlug=sE5qxk,False,,
Trilha de I.A. com n8n  – Projetos,Agente de E-mail Inteligente,https://jornadadedados.alpaclass.com/c/cursos/wOFnEP?from=contents,189286,Trilha n8n - Projeto Agente de E-mail,1026691,Agente de E-mail,NzW4DQ,https://jornadadedados.alpaclass.com/c/cursos/wOFnEP?lessonSlug=NzW4DQ,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p>Adicione o calend&aacute;rio da Jornada!<br><br><a href=""https://calendar.google.com/calendar/u/0?cid=Y182NWM2YTFiM2M4OWEyYmY4Y2ExMDMyZGQ1MDI1NWUxODJmNDkxMmRlYjAxOWU2YjRkZmRlNzlhOGY1ZmJmOTFiQGdyb3VwLmNhbGVuZGFyLmdvb2dsZS5jb20"">https://calendar.google.com/ca...</a></p></body></html>
"
Trilha de I.A. com n8n  – Projetos,Agente Financeiro com Banco de Dados (SQL),https://jornadadedados.alpaclass.com/c/cursos/c3V1io?from=contents,189287,Trilha n8n - Agente Financeiro com banco de dados,1026694,Parte 01,kE5IVy,https://jornadadedados.alpaclass.com/c/cursos/c3V1io?lessonSlug=kE5IVy,False,,
Trilha de I.A. com n8n  – Projetos,Agente Financeiro com Banco de Dados (SQL),https://jornadadedados.alpaclass.com/c/cursos/c3V1io?from=contents,189287,Trilha n8n - Agente Financeiro com banco de dados,1058902,Parte 02,aMsgvD,https://jornadadedados.alpaclass.com/c/cursos/c3V1io?lessonSlug=aMsgvD,False,,
Trilha de I.A. com n8n  – Projetos,Agente Analista Inteligente e Gerador de Relatórios,https://jornadadedados.alpaclass.com/c/cursos/EQyK60?from=contents,189288,Trilha n8n - Agente Analista Inteligente e Gerador de Relatórios,1026695,Agente Analista Inteligente e Gerador de Relatórios,tlN3p8,https://jornadadedados.alpaclass.com/c/cursos/EQyK60?lessonSlug=tlN3p8,False,,
Trilha de I.A. com n8n  – Projetos,Agente I.A. Para Leitura Inteligente de Documentos (RAG),https://jornadadedados.alpaclass.com/c/cursos/1bQqTk?from=contents,189289,Trilha n8n - Agente I.A. Para Leitura Inteligente de Documentos,1067666,Parte 02 - Agente I.A. Para Leitura Inteligente de Documentos,4sIZmd,https://jornadadedados.alpaclass.com/c/cursos/1bQqTk?lessonSlug=4sIZmd,False,,
Trilha de I.A. com n8n  – Projetos,Agente I.A. Para Leitura Inteligente de Documentos (RAG),https://jornadadedados.alpaclass.com/c/cursos/1bQqTk?from=contents,189289,Trilha n8n - Agente I.A. Para Leitura Inteligente de Documentos,1026696,Parte 01 - Agente I.A. Para Leitura Inteligente de Documentos,1YWYG5,https://jornadadedados.alpaclass.com/c/cursos/1bQqTk?lessonSlug=1YWYG5,True,,
Trilha de I.A. com n8n  – Projetos,Agente Inteligente para Web Scraping Automatizado,https://jornadadedados.alpaclass.com/c/cursos/Nnp7TP?from=contents,189290,Trilha n8n,1026697,Agente Inteligente para Web Scraping Automatizado,edjGx3,https://jornadadedados.alpaclass.com/c/cursos/Nnp7TP?lessonSlug=edjGx3,True,"Adicione o calendário da Jornada!

https://calendar.google.com/calendar/u/0?cid=Y182NWM2YTFiM2M4OWEyYmY4Y2ExMDMyZGQ1MDI1NWUxODJmNDkxMmRlYjAxOWU2YjRkZmRlNzlhOGY1ZmJmOTFiQGdyb3VwLmNhbGVuZGFyLmdvb2dsZS5jb20","<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p>Adicione o calend&aacute;rio da Jornada!<br><br><a href=""https://calendar.google.com/calendar/u/0?cid=Y182NWM2YTFiM2M4OWEyYmY4Y2ExMDMyZGQ1MDI1NWUxODJmNDkxMmRlYjAxOWU2YjRkZmRlNzlhOGY1ZmJmOTFiQGdyb3VwLmNhbGVuZGFyLmdvb2dsZS5jb20"">https://calendar.google.com/ca...</a></p></body></html>
"
Trilha de I.A. com n8n  – Projetos,Agente Nutricionista Inteligente com Análise de Fotos,https://jornadadedados.alpaclass.com/c/cursos/LunkLy?from=contents,189291,Trilha n8n,1026699,Agente Nutricionista Inteligente com Análise de Fotos,rcxlID,https://jornadadedados.alpaclass.com/c/cursos/LunkLy?lessonSlug=rcxlID,False,,
Trilha de I.A. com n8n  – Projetos,Agentes IA para Otimização de Marketing,https://jornadadedados.alpaclass.com/c/cursos/vuJ1CT?from=contents,189292,Trilha n8n,1026701,Agentes IA para Otimização de Marketing,NH4OoC,https://jornadadedados.alpaclass.com/c/cursos/vuJ1CT?lessonSlug=NH4OoC,False,,
Trilha de I.A. com n8n  – Projetos,Agente de Suporte em WhatsApp com Voz e IA,https://jornadadedados.alpaclass.com/c/cursos/DF754V?from=contents,189294,Trilha n8n - Agente de Suporte em WhatsApp com Voz e IA,1026702,Agente de Suporte em WhatsApp com Voz e IA,Zs0lEU,https://jornadadedados.alpaclass.com/c/cursos/DF754V?lessonSlug=Zs0lEU,False,,
Trilha de I.A. com n8n  – Projetos,Case real para vender para clínicas Médicas (via instagram),https://jornadadedados.alpaclass.com/c/cursos/ieN32a?from=contents,207150,Aula,1114437,Projeto,UgwNkK,https://jornadadedados.alpaclass.com/c/cursos/ieN32a?lessonSlug=UgwNkK,False,,
Trilha de Python,Bootcamp Git e GitHub,https://jornadadedados.alpaclass.com/c/cursos/oTKkBE?from=contents,136955,Introdução ao Git ,729434,Aula,Z4XlpC,https://jornadadedados.alpaclass.com/c/cursos/oTKkBE?lessonSlug=Z4XlpC,True,,
Trilha de Python,Bootcamp Git e GitHub,https://jornadadedados.alpaclass.com/c/cursos/oTKkBE?from=contents,137367,Introdução ao GitHub e Repositórios Remotos,735122,Aula,z50jKQ,https://jornadadedados.alpaclass.com/c/cursos/oTKkBE?lessonSlug=z50jKQ,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124202,Boas vindas - Comece por aqui,639298,"Como instalar Python em 2024 + Pyenv, PIP, VENV, PIPX e Poetry",PcLj4H,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=PcLj4H,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124202,Boas vindas - Comece por aqui,639297," Como instalar Python em 2024 + VSCode, Git e Github do Zero",McDfRx,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=McDfRx,True,"Como instalar Python em 2024 + VSCode, Git e Github do Zero",
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124202,Boas vindas - Comece por aqui,639301,Github,pOTeVi,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=pOTeVi,True,Link de acesso do Github https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20Python%20para%20dados,"<p>Link de acesso do Github&nbsp;<a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20Python%20para%20dados"">https://github.com/lvgalvao/da...</a></p>"
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124202,Boas vindas - Comece por aqui,639300, Excalidraw,NJgrW9,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=NJgrW9,True,"Link de acesso do Excalidraw

https://link.excalidraw.com/l/8pvW6zbNUnD/61y9uLvg1cc","<p>Link de acesso do Excalidraw<br><br><a href=""https://link.excalidraw.com/l/8pvW6zbNUnD/61y9uLvg1cc"">https://link.excalidraw.com/l/...</a></p>"
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124203,"Aula 01 - Python, Git e VScode: Python do Zero",639303,Conteúdo Técnico,Xcc4x7,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=Xcc4x7,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124203,"Aula 01 - Python, Git e VScode: Python do Zero",639304,Desafio,Fs0qkO,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=Fs0qkO,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124203,"Aula 01 - Python, Git e VScode: Python do Zero",639302,Abertura,WNtDJ2,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=WNtDJ2,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124204,"Aula 02 -  TypeError, Type Check, Type Conversion, try-except e if",639329,Desafio,Bb3vBT,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=Bb3vBT,True,,"<p>Para resolver os bugs identificados — tratamento de entradas inválidas que não podem ser convertidas para um número de ponto flutuante e prevenção de valores negativos para salário e bônus, você pode modificar o código diretamente. Isso envolve adicionar verificações adicionais após a tentativa de conversão para garantir que os valores sejam positivos.</p>"
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124204,"Aula 02 -  TypeError, Type Check, Type Conversion, try-except e if",639330,Dúvidas,OIwy9i,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=OIwy9i,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124204,"Aula 02 -  TypeError, Type Check, Type Conversion, try-except e if",639328,Conteúdo Técnico,Gb2enu,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=Gb2enu,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124204,"Aula 02 -  TypeError, Type Check, Type Conversion, try-except e if",639326,Abertura,fxynBv,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=fxynBv,True,,"<p>Hoje, vamos explorar mais a fundo um dos conceitos mais fundamentais da programação: variáveis. As variáveis são essenciais para armazenar e manipular dados em qualquer linguagem de programação, e em Python não é diferente. Nesta aula, vamos entender o que são variáveis, como declará-las, os tipos de dados simples suportados por Python e algumas boas práticas para nomeá-las.<br><br>Além disso, vamos mostrar como lidar e trabalhar com erros usando TypeError, Type Check, Type Conversion, try-except e if</p>"
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124211," Aula 03 -  Controle de Fluxo: DEBUG, IF, FOR, While, Listas e Dicionários",639332,Conteúdo Técnico,YqEe4y,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=YqEe4y,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124211," Aula 03 -  Controle de Fluxo: DEBUG, IF, FOR, While, Listas e Dicionários",639333,Desafio,MayWwA,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=MayWwA,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124211," Aula 03 -  Controle de Fluxo: DEBUG, IF, FOR, While, Listas e Dicionários",639331,Abertura,MDRUDg,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=MDRUDg,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124212, Aula 04 - Tipos complexos e Type Hint (Dicionários vs DataFrames Vs Tabelas Vs Excel),639335,"Parte 1 - typing, listas e dicionário",uARYbe,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=uARYbe,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124212, Aula 04 - Tipos complexos e Type Hint (Dicionários vs DataFrames Vs Tabelas Vs Excel),639336, Parte 2 - trabalhando com arquivos e funções,zIG30i,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=zIG30i,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124213,"Aula 05 - Projeto 01: Leitura e Escrita de Arquivos, lendo 1 bilhão de linhas",639341,Dúvidas,NVTnu6,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=NVTnu6,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124213,"Aula 05 - Projeto 01: Leitura e Escrita de Arquivos, lendo 1 bilhão de linhas",639339,Abertura,P1lscb,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=P1lscb,True,,
Trilha de Python,Bootcamp Intensivo Python 1-5,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?from=contents,124213,"Aula 05 - Projeto 01: Leitura e Escrita de Arquivos, lendo 1 bilhão de linhas",639340,Conteúdo Técnico,1bjX89,https://jornadadedados.alpaclass.com/c/cursos/mkpusC?lessonSlug=1bjX89,True,,
Trilha de Python,Bootcamp Intensivo Python 6-10,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?from=contents,124228,Aula 06 -  Exercício de revisão,639367,Exercício de revisão,GydBfg,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?lessonSlug=GydBfg,True,,
Trilha de Python,Bootcamp Intensivo Python 6-10,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?from=contents,124229,Aula 07 - Funções em Python e Estrutura de Dados - Parte 1,639370,Conteúdo Técnico,1MytTC,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?lessonSlug=1MytTC,True,,
Trilha de Python,Bootcamp Intensivo Python 6-10,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?from=contents,124230,Aula 08 -  Funções em Python e Estrutura de Dados - Parte 2,639379,Conteúdo Técnico,2OE6M3,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?lessonSlug=2OE6M3,True,,
Trilha de Python,Bootcamp Intensivo Python 6-10,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?from=contents,124231,Aula 09 - Funções em Python e Estrutura de Dados - Parte 3,639380,Conteúdo Técnico,YgkFaQ,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?lessonSlug=YgkFaQ,False,,
Trilha de Python,Bootcamp Intensivo Python 6-10,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?from=contents,124232,Aula 10 - Aula de revisão,639381,Dúvidas,OAXGvC,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?lessonSlug=OAXGvC,False,,
Trilha de Python,Bootcamp Intensivo Python 6-10,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?from=contents,124232,Aula 10 - Aula de revisão,646680,Dúvidas turma,SUQSsI,https://jornadadedados.alpaclass.com/c/cursos/jn0O3L?lessonSlug=SUQSsI,False,,
Trilha de Python,Bootcamp Intensivo Python 11-15,https://jornadadedados.alpaclass.com/c/cursos/HHRhQ2?from=contents,124236,Aula 11 - Introdução a POO,639388,Conteúdo técnico,x2vd0d,https://jornadadedados.alpaclass.com/c/cursos/HHRhQ2?lessonSlug=x2vd0d,False,,
Trilha de Python,Bootcamp Intensivo Python 11-15,https://jornadadedados.alpaclass.com/c/cursos/HHRhQ2?from=contents,124237,Aula 12 05/03 - Introdução às Classes em Python,639389,Conteúdo técnico,9Icw2Z,https://jornadadedados.alpaclass.com/c/cursos/HHRhQ2?lessonSlug=9Icw2Z,False,,
Trilha de Python,Bootcamp Intensivo Python 11-15,https://jornadadedados.alpaclass.com/c/cursos/HHRhQ2?from=contents,124239,Aula 13 e 14 - 07/03 - Herança e Polimorfismo,639390,Conteúdo técnico,azvcA4,https://jornadadedados.alpaclass.com/c/cursos/HHRhQ2?lessonSlug=azvcA4,False,,
Trilha de Python,Bootcamp Intensivo Python 11-15,https://jornadadedados.alpaclass.com/c/cursos/HHRhQ2?from=contents,124240,Aula 15 - 08/03 - Conclusão de POO,639391,Conteúdo técnico,uJne95,https://jornadadedados.alpaclass.com/c/cursos/HHRhQ2?lessonSlug=uJne95,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124250,Aula 16 - Aula de revisão de programação orientada a objetos + SQLModel,639425,Duvidas,u4YPDd,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=u4YPDd,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124250,Aula 16 - Aula de revisão de programação orientada a objetos + SQLModel,639424, Conteúdo técnico,SoJ0M1,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=SoJ0M1,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124251, Aula 17 - SQLAlchemy - Conjunto de ferramentas para manipular SQL em Python,639428,Conteúdo técnico,mWJKOZ,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=mWJKOZ,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124251, Aula 17 - SQLAlchemy - Conjunto de ferramentas para manipular SQL em Python,639426,Abertura,UuiFZN,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=UuiFZN,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124251, Aula 17 - SQLAlchemy - Conjunto de ferramentas para manipular SQL em Python,639429,Projeto e Duvidas,jHjXHC,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=jHjXHC,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124252," Aula 18 - O que é uma API? Request, Pydantic e fazendo nosso CRUD",639430,Conteúdo técnico,I5813D,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=I5813D,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124253,Aula 19 - O que é uma API? Criando nossa primeira API,639432,Conteúdo Técnico,QdsipR,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=QdsipR,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124253,Aula 19 - O que é uma API? Criando nossa primeira API,639431,Relatos,KirUnU,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=KirUnU,False,,
Trilha de Python,Bootcamp Intensivo Python 16-20,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?from=contents,124254,Aula 20 - Nosso Projeto de CRUD | Backend + Frontend + Banco de Dados,639433, Conteúdo técnico,tSVTcd,https://jornadadedados.alpaclass.com/c/cursos/4HcUYy?lessonSlug=tSVTcd,False,,
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 1-5,https://jornadadedados.alpaclass.com/c/cursos/uomqah?from=contents,124279,Aula 01 - Instalando PostgreSQL e criando nosso primeiro banco,639509,Conteúdo,KaLQFS,https://jornadadedados.alpaclass.com/c/cursos/uomqah?lessonSlug=KaLQFS,True,,"<h2 dir=""auto"">Introdução</h2><p dir=""auto"">Bem-vindos ao nosso workshop sobre SQL e PostgreSQL. Hoje, vamos mergulhar nos conceitos básicos de bancos de dados e como o PostgreSQL pode ser utilizado para gerenciar dados de forma eficiente. Nosso objetivo é garantir que todos vocês tenham uma boa base para explorar mais sobre SQL e operações de banco de dados nos próximos dias.</p><p><a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20SQL%20e%20Analytics/Aula-01"" target=""_blank"">Github</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 1-5,https://jornadadedados.alpaclass.com/c/cursos/uomqah?from=contents,124280,Aula 02 - Nossos primeiros comandos SQL usando DQL,639510,Conteúdo,PepQwc,https://jornadadedados.alpaclass.com/c/cursos/uomqah?lessonSlug=PepQwc,True,,"<p dir=""auto"">Github&nbsp;<a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20SQL%20e%20Analytics/Aula-02"">https://github.com/lvgalvao/da...</a></p><p>Escalidraw&nbsp;<a href=""https://link.excalidraw.com/l/8pvW6zbNUnD/3ktnOgfFeRK"">https://link.excalidraw.com/l/...</a></p><p dir=""auto"">Data Query Language (DQL) é um subconjunto da linguagem SQL (Structured Query Language) utilizado especificamente para consultar dados em bancos de dados. DQL é fundamental para extrair informações, realizar análises e gerar relatórios a partir dos dados armazenados em um sistema de gerenciamento de banco de dados relacional (RDBMS). O principal comando em DQL é o&nbsp;<code>SELECT</code>, que é amplamente utilizado para selecionar dados de uma ou mais tabelas.</p><p dir=""auto""><strong>Objetivos da DQL</strong></p><p dir=""auto"">O principal objetivo da DQL é permitir que usuários e aplicações recuperem dados de forma eficiente e precisa de um banco de dados. DQL proporciona a flexibilidade para especificar exatamente quais dados são necessários, como devem ser filtrados, agrupados, ordenados e transformados. Isso torna a DQL uma ferramenta essencial para:</p><ul><li><strong>Análise de dados</strong>: Extrair conjuntos de dados para análise e tomada de decisão baseada em evidências.</li><li><strong>Geração de relatórios</strong>: Criar relatórios detalhados que ajudam as organizações a entender o desempenho operacional e estratégico.</li><li><strong>Visualização de dados</strong>: Alimentar ferramentas de visualização com dados que ajudam a representar informações complexas de maneira compreensível.</li><li><strong>Auditoria e monitoramento</strong>: Acompanhar e revisar operações e transações para conformidade e segurança.</li></ul><p dir=""auto""><strong>Como começar com DQL</strong></p><p dir=""auto"">Para começar a usar DQL, é essencial ter um conhecimento básico de SQL e entender a estrutura dos dados dentro do banco de dados com o qual você está trabalhando</p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 1-5,https://jornadadedados.alpaclass.com/c/cursos/uomqah?from=contents,124281,Aula 03 - Joins,639511,Conteúdo,nNvzZ7,https://jornadadedados.alpaclass.com/c/cursos/uomqah?lessonSlug=nNvzZ7,False,,"<p dir=""auto"">Github&nbsp;<a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20SQL%20e%20Analytics/Aula-02"">https://github.com/lvgalvao/da...</a></p><p>Escalidraw&nbsp;<a href=""https://link.excalidraw.com/l/8pvW6zbNUnD/3ktnOgfFeRK"">https://link.excalidraw.com/l/...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 1-5,https://jornadadedados.alpaclass.com/c/cursos/uomqah?from=contents,124282,Aula 04 - Window Function,639512,Conteúdo,Rv2k2E,https://jornadadedados.alpaclass.com/c/cursos/uomqah?lessonSlug=Rv2k2E,False,,"<p dir=""auto"">Github&nbsp;<a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20SQL%20e%20Analytics/Aula-02"">https://github.com/lvgalvao/da...</a></p><p>Escalidraw&nbsp;<a href=""https://link.excalidraw.com/l/8pvW6zbNUnD/3ktnOgfFeRK"">https://link.excalidraw.com/l/...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 1-5,https://jornadadedados.alpaclass.com/c/cursos/uomqah?from=contents,124283,Aula 05 - Projeto 01,639513,Conteúdo,L5J09Q,https://jornadadedados.alpaclass.com/c/cursos/uomqah?lessonSlug=L5J09Q,False,,"<p>Link do projeto&nbsp;<a href=""https://github.com/lvgalvao/Northwind-SQL-Analytics"">https://github.com/lvgalvao/No...</a></p><p>Link do vídeo de streamlit <a href=""https://www.youtube.com/watch?v=nj835HNVWvg"">https://www.youtube.com/watch?...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 6-10,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?from=contents,124285,Aula 06 - CTE vs Subqueries vs Views vs Temporary Tables vs Materialized Views,639516, Conteúdo,5MxBjp,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?lessonSlug=5MxBjp,False,,"<p>Link Github:&nbsp;<a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20SQL%20e%20Analytics/Aula-06"">https://github.com/lvgalvao/da...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 6-10,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?from=contents,124286,Aula 07 - Criação de tabela,639517, Conteúdo,qLUGmZ,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?lessonSlug=qLUGmZ,False,,"<p>Rinha de backend&nbsp;<a href=""https://github.com/zanfranceschi/rinha-de-backend-2024-q1"">https://github.com/zanfrancesc...</a></p><p></p><p>Repositorio aula <a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20SQL%20e%20Analytics/Aula-07"">https://github.com/lvgalvao/da...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 6-10,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?from=contents,124287,Aula 08 - Stored Procedured,639518, Conteúdo,wi8nLy,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?lessonSlug=wi8nLy,False,,
