trilha_nome,curso_nome,curso_link,modulo_id,modulo_nome,aula_id,aula_nome,aula_slug,aula_link,aula_concluida,aula_sumario,aula_conteudo_html
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 6-10,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?from=contents,124288,Aula 09 - Triggers e Functions,639519, Conteúdo,ursAPy,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?lessonSlug=ursAPy,False,,"<p>Github projeto 02&nbsp;<a href=""https://github.com/lvgalvao/northwind-sql-etl"">https://github.com/lvgalvao/no...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 6-10,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?from=contents,124289,Aula 10 - Transações ACID,639520, Conteúdo,Hmw9IA,https://jornadadedados.alpaclass.com/c/cursos/D8zayV?lessonSlug=Hmw9IA,False,,"<p>Github projeto 02&nbsp;<a href=""https://github.com/lvgalvao/northwind-sql-etl"">https://github.com/lvgalvao/no...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 11-16,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?from=contents,124290, Aula 11 - 07/05 - Performance Tuning em SQL: Ordem de execução e otimização,639522,Conteúdo,23T0ul,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?lessonSlug=23T0ul,False,,"<p>Github projeto 02&nbsp;<a href=""https://github.com/lvgalvao/northwind-sql-etl"">https://github.com/lvgalvao/no...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 11-16,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?from=contents,124291,Aula 12 - 08/05 - B-Tree e Index,639523, Conteúdo,qZrJkE,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?lessonSlug=qZrJkE,False,,"<p>Github projeto 02&nbsp;<a href=""https://github.com/lvgalvao/northwind-sql-etl"">https://github.com/lvgalvao/no...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 11-16,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?from=contents,124292,Aula 13 - 09/05 - Partition,639524,Conteúdo,EbM9mH,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?lessonSlug=EbM9mH,False,,"<p>Github projeto 02&nbsp;<a href=""https://github.com/lvgalvao/northwind-sql-etl"">https://github.com/lvgalvao/no...</a></p>"
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 11-16,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?from=contents,124293,Aula 14 - dbt cloud,639527,Conteúdo,ZS6AVI,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?lessonSlug=ZS6AVI,False,,
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 11-16,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?from=contents,124294, Aula 15 - dbt cloud,639531,Conteúdo - Parte 2,cCs8QB,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?lessonSlug=cCs8QB,False,,
Trilha de SQL + dbt Core,Bootcamp Intensivo SQL 11-16,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?from=contents,124294, Aula 15 - dbt cloud,639530,Conteúdo - Parte 1,pylskI,https://jornadadedados.alpaclass.com/c/cursos/Au0K0b?lessonSlug=pylskI,False,,
Trilha de SQL + dbt Core,Bootcamp DBT core,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?from=contents,124345,Aula 1 - DBT core overview,639583,Conteúdo,ibL3kv,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?lessonSlug=ibL3kv,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://github.com/lvgalvao/Northwind-SQL-Analytics"">https://github.com/lvgalvao/No...<br><br></a><a href=""https://github.com/lvgalvao/dbt-core-northwind-project"">https://github.com/lvgalvao/db...</a></p></body></html>
"
Trilha de SQL + dbt Core,Bootcamp DBT core,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?from=contents,124346,Aula 2 - DBT core,639584,Conteúdo,3kzubm,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?lessonSlug=3kzubm,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://github.com/lvgalvao/Northwind-SQL-Analytics"">https://github.com/lvgalvao/No...<br><br></a><a href=""https://github.com/lvgalvao/dbt-core-northwind-project"">https://github.com/lvgalvao/db...</a></p></body></html>
"
Trilha de SQL + dbt Core,Bootcamp DBT core,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?from=contents,124347,Aula 3 - DBT core testes,639586,Conteúdo,AcZl7H,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?lessonSlug=AcZl7H,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://github.com/lvgalvao/Northwind-SQL-Analytics"">https://github.com/lvgalvao/No...<br><br></a><a href=""https://github.com/lvgalvao/dbt-core-northwind-project"">https://github.com/lvgalvao/db...</a></p></body></html>
"
Trilha de SQL + dbt Core,Bootcamp DBT core,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?from=contents,124348,Aula 4 e 5 - Deploy na sexta,639587,Bora pro Deploy!,7gzXTj,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?lessonSlug=7gzXTj,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://github.com/lvgalvao/dbt-core-northwind-project"">https://github.com/lvgalvao/db...</a></p></body></html>
"
Trilha de SQL + dbt Core,Bootcamp DBT core,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?from=contents,125024,"Workshop 15/06 - Bigquery, macro e snapshot",642224, Parte 02,Z5W7OL,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?lessonSlug=Z5W7OL,False,,
Trilha de SQL + dbt Core,Bootcamp DBT core,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?from=contents,125024,"Workshop 15/06 - Bigquery, macro e snapshot",642223,Parte 01,fp1nUR,https://jornadadedados.alpaclass.com/c/cursos/YbsKtM?lessonSlug=fp1nUR,False,,"<p>Projeto:&nbsp;<a href=""https://github.com/lvgalvao/dbtcore-bigquery"">https://github.com/lvgalvao/db...</a></p><p>projeto ao vivo: <a href=""https://github.com/lvgalvao/dbtcore-bigquery-aovivo"">https://github.com/lvgalvao/db...</a></p><p><a href=""https://link.excalidraw.com/l/8pvW6zbNUnD/394XJa9Ha8M"">https://link.excalidraw.com/l/...</a></p>"
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,138089,"Aula 01: Introdução a Cloud, criando nossa conta e publicando um site na AWS via S3 e EC2",738321,Conteúdo,1qR7Rg,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=1qR7Rg,False,"Nesta aula, exploramos os conceitos fundamentais da computação em nuvem, começando com a criação de um Bucket S3 para hospedar arquivos como vídeos, fotos, CSVs e até um site estático. Em seguida, configuramos uma instância EC2 e implantamos nosso primeiro projeto Python usando Streamlit, aprendendo a gerenciar e publicar aplicações na nuvem de forma prática e direta. Foi o primeiro passo para dominar o ambiente cloud!","<p>Nesta aula, exploramos os conceitos fundamentais da computação em nuvem, começando com a criação de um Bucket S3 para hospedar arquivos como vídeos, fotos, CSVs e até um site estático. Em seguida, configuramos uma instância EC2 e implantamos nosso primeiro projeto Python usando Streamlit, aprendendo a gerenciar e publicar aplicações na nuvem de forma prática e direta. Foi o primeiro passo para dominar o ambiente cloud!</p><p>Github</p>
<p><a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20Cloud%20para%20dados/Aula_01"">https://github.com/lvgalvao/da...</a></p>"
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,138090,Aula 02: Serviços de Armazenamento na Nuvem com S3,738325,Conteúdo,tc6izy,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=tc6izy,False,"Objetivo: Explorar as diversas aplicações do Amazon S3 no contexto de engenharia, ciência e análise de dados, com um foco prático em como configurar e utilizar o serviço via script Python usando o boto3. Além disso, abordaremos a criação de um IAM exclusivo e um grupo de recursos para gerenciar acesso e segurança.","<p>Objetivo: Explorar as diversas aplicações do Amazon S3 no contexto de engenharia, ciência e análise de dados, com um foco prático em como configurar e utilizar o serviço via script Python usando o boto3. Além disso, abordaremos a criação de um IAM exclusivo e um grupo de recursos para gerenciar acesso e segurança.</p><p>Github</p>
<p><a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20Cloud%20para%20dados/Aula_02"">https://github.com/lvgalvao/da...</a></p>"
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,138091,Aula 03: Computação na Nuvem com EC2,738324,Parte 02,Ajf1GO,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=Ajf1GO,False,"Nesta parte prática, faremos o deploy do Apache Airflow em uma instância EC2. O processo inclui a criação e configuração de uma instância EC2, instalação dos pacotes necessários para rodar o Airflow, configuração do ambiente virtual Python, e instalação do Airflow com suas dependências. Também abordaremos como inicializar o banco de dados do Airflow, criar um usuário administrador, e configurar o servidor web e o scheduler para que o Airflow esteja plenamente funcional na instância EC2. Por fim, discutiremos como verificar a adição de DAGs no Airflow e garantir que tudo esteja funcionando corretamente na interface web do Airflow.","<p>Nesta parte prática, faremos o deploy do Apache Airflow em uma instância EC2. O processo inclui a criação e configuração de uma instância EC2, instalação dos pacotes necessários para rodar o Airflow, configuração do ambiente virtual Python, e instalação do Airflow com suas dependências. Também abordaremos como inicializar o banco de dados do Airflow, criar um usuário administrador, e configurar o servidor web e o scheduler para que o Airflow esteja plenamente funcional na instância EC2. Por fim, discutiremos como verificar a adição de DAGs no Airflow e garantir que tudo esteja funcionando corretamente na interface web do Airflow.</p><p>Github</p>
<p><a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20Cloud%20para%20dados/Aula_03"">https://github.com/lvgalvao/da...</a></p>"
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,138091,Aula 03: Computação na Nuvem com EC2,738323,Parte 01,E27cve,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=E27cve,False,"Nesta seção, vamos introduzir o Amazon EC2 (Elastic Compute Cloud), destacando sua importância na infraestrutura de computação em nuvem. O EC2 permite a criação e gerenciamento de máquinas virtuais com alta flexibilidade, ajustando a capacidade computacional conforme as necessidades do projeto. Abordaremos os principais componentes do EC2, como tipos de instâncias, Amazon Machine Images (AMIs), Volumes EBS, e Grupos de Segurança. Também discutiremos as diferentes famílias de instâncias EC2, que são otimizadas para diversos tipos de workloads, desde propósitos gerais até computação acelerada. Além disso, serão explorados os modelos de precificação disponíveis, como instâncias Sob Demanda, Savings Plans, Spot Instances, e Instâncias Dedicadas, ajudando a escolher a melhor opção de acordo com as necessidades e orçamento do projeto.","<p>Nesta seção, vamos introduzir o Amazon EC2 (Elastic Compute Cloud), destacando sua importância na infraestrutura de computação em nuvem. O EC2 permite a criação e gerenciamento de máquinas virtuais com alta flexibilidade, ajustando a capacidade computacional conforme as necessidades do projeto. Abordaremos os principais componentes do EC2, como tipos de instâncias, Amazon Machine Images (AMIs), Volumes EBS, e Grupos de Segurança. Também discutiremos as diferentes famílias de instâncias EC2, que são otimizadas para diversos tipos de workloads, desde propósitos gerais até computação acelerada. Além disso, serão explorados os modelos de precificação disponíveis, como instâncias Sob Demanda, Savings Plans, Spot Instances, e Instâncias Dedicadas, ajudando a escolher a melhor opção de acordo com as necessidades e orçamento do projeto.</p><p>Github</p>
<p><a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20Cloud%20para%20dados/Aula_03"">https://github.com/lvgalvao/da...</a></p>"
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,138457,Aula 04: Gestâo de Acesso com IAM,739540,Conteúdo,2Y5VxT,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=2Y5VxT,False,"Nesta aula, vamos explorar o IAM (Identity and Access Management) da AWS. Vamos entender como proteger a conta AWS, o papel do usuário root, como criar e gerenciar usuários, grupos, políticas, e configurar o MFA.

","<p dir=""auto"">Nesta aula, vamos explorar o IAM (Identity and Access Management) da AWS. Vamos entender como proteger a conta AWS, o papel do usuário root, como criar e gerenciar usuários, grupos, políticas, e configurar o MFA.</p>
<div dir=""auto""><p><a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20Cloud%20para%20dados/Aula_04"">https://github.com/lvgalvao/da...</a></p></div>"
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,139086,Aula 05: Gerenciamento de Redes VPC,743249,Conteúdo,rtMITz,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=rtMITz,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,140873,Aula 06 - Projeto 01: Integrando EC2 e VCP,751402,Conteúdo,ysuh4m,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=ysuh4m,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,139535,Aula 07: Banco de dados com RDS,745190,Teste Time Travel,Diunp5,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=Diunp5,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,139535,Aula 07: Banco de dados com RDS,745189,Conteúdo,RlDXeW,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=RlDXeW,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,139839,Aula 08: Integração entre EC2 e RDS para Processamento de Requisições de API e Armazenamento de Dados,746734,Conteúdo,bNZc4D,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=bNZc4D,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,140192,Aula 09: Arquitetura de Eventos,747916,Conteúdo,yY4e8q,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=yY4e8q,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,141837,Aula 10: Gestão de Custos na AWS,756121,Conteúdo,XUw9J3,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=XUw9J3,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,141900,Aula 11 : Lambda Functions,756521,Conteúdo,wugeny,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=wugeny,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,143010,Aula 12 : Amazon CLI,764029,Conteúdo,Jta4uT,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=Jta4uT,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,143195,Aula 13: Amazon SQS,764776,Conteúdo,7v1kBS,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=7v1kBS,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,143876,Aula 14: Amazon SNS,767882,Conteúdo,h2hR7Y,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=h2hR7Y,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,146073,Aula 15: DynamoDB e AWS Amplify,779667,Conteúdo,lSSacA,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=lSSacA,False,,
Trilha de Cloud e AWS,Bootcamp Cloud para Dados,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?from=contents,149886,Aula 16 e 17: Introdução ao Azure para Dados,803059,Conteúdo,g2q7nb,https://jornadadedados.alpaclass.com/c/cursos/o6T97r?lessonSlug=g2q7nb,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/Bootcamp%20-%20Cloud%20para%20dados/Aula_16_17"">https://github.com/lvgalvao/da...</a></p></body></html>
"
Trilha de Power BI,Power BI com Laennder Alves,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?from=contents,143235,Aula 01,764950,Conteúdo,k5ovFv,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?lessonSlug=k5ovFv,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""http://cubotres.com.br/arquivos/downloads/bootcamp_pbi.zip""><br><br></a><a href=""https://drive.google.com/drive/folders/1j4Q1CkHqeo_Qyre6ooMzH0fY_fnBXc7F"">https://drive.google.com/drive...</a></p></body></html>
"
Trilha de Power BI,Power BI com Laennder Alves,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?from=contents,144209,Aula 02,769720,Conteúdo,6V83Rc,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?lessonSlug=6V83Rc,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""http://cubotres.com.br/arquivos/downloads/bootcamp_pbi.zip""><br><br></a><a href=""https://drive.google.com/drive/folders/1-7-D9Vqq90YoZNcpVA3R0niBb6c0vvwK"">https://drive.google.com/drive...</a></p></body></html>
"
Trilha de Power BI,Power BI com Laennder Alves,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?from=contents,146907,Aula 03,785623,Conteúdo,rk6Asg,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?lessonSlug=rk6Asg,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://drive.google.com/drive/folders/12a2ocLisVS3EQAyP546meourkDdpKuIx"">https://drive.google.com/drive...</a></p></body></html>
"
Trilha de Power BI,Power BI com Laennder Alves,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?from=contents,147457,Aula 04,787834,Conteúdo,4dLzPp,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?lessonSlug=4dLzPp,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://drive.google.com/drive/folders/14suWn_ElKtLJ4j0pkwxICZFcyH1hV7W0"">https://drive.google.com/drive...</a></p></body></html>
"
Trilha de Power BI,Power BI com Laennder Alves,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?from=contents,149743,Aula 05,802313,Conteúdo,CoFNpY,https://jornadadedados.alpaclass.com/c/cursos/cKux1z?lessonSlug=CoFNpY,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://drive.google.com/drive/folders/16FS8cXG8BWT2pG7gevvkcLc6WvSn_oTd"">https://drive.google.com/drive...</a></p></body></html>
"
Trilha de Engenharia de Dados + IA,WORKSHOP #6 | Docker para Analista e Engenheiro de dados: Ajudando seu Deploy,https://jornadadedados.alpaclass.com/c/cursos/NHRKb8?from=contents,111091,Workshop Completo,567016,Parte 1,AWGhJu,https://jornadadedados.alpaclass.com/c/cursos/NHRKb8?lessonSlug=AWGhJu,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #6 | Docker para Analista e Engenheiro de dados: Ajudando seu Deploy,https://jornadadedados.alpaclass.com/c/cursos/NHRKb8?from=contents,111091,Workshop Completo,569972,Github e Excalidraw,H8mEd2,https://jornadadedados.alpaclass.com/c/cursos/NHRKb8?lessonSlug=H8mEd2,False,,"<p>Github:&nbsp;<a href=""https://github.com/lvgalvao/workshop-docker-aovivo-"">https://github.com/lvgalvao/wo...</a></p><p>Excalidraw: <a href=""https://link.excalidraw.com/l/8pvW6zbNUnD/6MNAkqnvTPt"">https://link.excalidraw.com/l/...</a></p>"
Trilha de Engenharia de Dados + IA,WORKSHOP #6 | Docker para Analista e Engenheiro de dados: Ajudando seu Deploy,https://jornadadedados.alpaclass.com/c/cursos/NHRKb8?from=contents,111091,Workshop Completo,568093,Parte 2,zpWF9R,https://jornadadedados.alpaclass.com/c/cursos/NHRKb8?lessonSlug=zpWF9R,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #7 | Orquestrando suas ETLs com DuckDB e Airflow,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?from=contents,99837,Workshop na íntegra,508356,WORKSHOP #7 | Orquestrando suas ETLs com DuckDB e Airflow,N0V0HV,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?lessonSlug=N0V0HV,False,Uma imersão na prática pra implementar uma orquestração com DuckDB e Airflow,
Trilha de Engenharia de Dados + IA,WORKSHOP #7 | Orquestrando suas ETLs com DuckDB e Airflow,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?from=contents,112435,Conteúdo Preparatório,573360,ORM,pKCR43,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?lessonSlug=pKCR43,False,ORM - Vamos refatorar para usar Airflow,
Trilha de Engenharia de Dados + IA,WORKSHOP #7 | Orquestrando suas ETLs com DuckDB e Airflow,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?from=contents,112435,Conteúdo Preparatório,573362,Docker - Parte 02,sUR4VY,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?lessonSlug=sUR4VY,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #7 | Orquestrando suas ETLs com DuckDB e Airflow,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?from=contents,112435,Conteúdo Preparatório,573359,Docker - Parte 01,UoBEzP,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?lessonSlug=UoBEzP,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #7 | Orquestrando suas ETLs com DuckDB e Airflow,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?from=contents,112435,Conteúdo Preparatório,573361,Decoradores,Gjlz9T,https://jornadadedados.alpaclass.com/c/cursos/PjOSAd?lessonSlug=Gjlz9T,False,"Na engenharia de dados, a eficiência, reusabilidade e confiabilidade do código são cruciais. Por isso, trabalhamos com decoradores.

","<p dir=""auto"">Na engenharia de dados, a eficiência, reusabilidade e confiabilidade do código são cruciais. Por isso, trabalhamos com decoradores.</p>
<p></p>"
Trilha de Engenharia de Dados + IA,Data Pipelines com Airflow 3.0 + dbt com Astro,https://jornadadedados.alpaclass.com/c/cursos/L8w1OB?from=contents,183764,Workshop ,993440,"Abertura, Jornada de Dados e Novidades",C9K9If,https://jornadadedados.alpaclass.com/c/cursos/L8w1OB?lessonSlug=C9K9If,False,"Boas-vindas, visão da Jornada, próximos passos e calendário de eventos",
Trilha de Engenharia de Dados + IA,Data Pipelines com Airflow 3.0 + dbt com Astro,https://jornadadedados.alpaclass.com/c/cursos/L8w1OB?from=contents,183764,Workshop ,1007890,CICD e Ambiente prod,nEVvVj,https://jornadadedados.alpaclass.com/c/cursos/L8w1OB?lessonSlug=nEVvVj,False,"- Automatizando o deploy
- ⁠Levando para produção","<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://github.com/alanceloth/workshop_airflow_dbt_local_setup"">https://github.com/alanceloth/...</a><br><a href=""https://github.com/alanceloth/workshop_airflow_dbt_data_warehouse"">https://github.com/alanceloth/...</a><br><a href=""https://github.com/alanceloth/workshop_airflow_dbt_airflow"">https://github.com/alanceloth/...</a></p></body></html>
"
Trilha de Engenharia de Dados + IA,Data Pipelines com Airflow 3.0 + dbt com Astro,https://jornadadedados.alpaclass.com/c/cursos/L8w1OB?from=contents,183764,Workshop ,1007729,"Fundamentos, DW, e Ambiente dev",GxphKm,https://jornadadedados.alpaclass.com/c/cursos/L8w1OB?lessonSlug=GxphKm,False,"- Nivelamento e conceitos básicos
- ⁠Fazendo o seu Data Warehouse com dbt
- ⁠Criando o ambiente de desenvolvimento local e orquestrado","<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://github.com/alanceloth/workshop_airflow_dbt_local_setup"">https://github.com/alanceloth/...</a><br><a href=""https://github.com/alanceloth/workshop_airflow_dbt_data_warehouse"">https://github.com/alanceloth/...</a><br><a href=""https://github.com/alanceloth/workshop_airflow_dbt_airflow"">https://github.com/alanceloth/...</a></p></body></html>
"
Trilha de Engenharia de Dados + IA,WORKSHOP #8 | Web Scraping Explorando noSQL com Redis e MongoDB,https://jornadadedados.alpaclass.com/c/cursos/O2G5pT?from=contents,115351,Parte 1 ,589929,parte 1,DwZ0B4,https://jornadadedados.alpaclass.com/c/cursos/O2G5pT?lessonSlug=DwZ0B4,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #8 | Web Scraping Explorando noSQL com Redis e MongoDB,https://jornadadedados.alpaclass.com/c/cursos/O2G5pT?from=contents,115511,Bate papo e duvidas intervalo,590652,Bate papo e duvidas,zJPWHV,https://jornadadedados.alpaclass.com/c/cursos/O2G5pT?lessonSlug=zJPWHV,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #8 | Web Scraping Explorando noSQL com Redis e MongoDB,https://jornadadedados.alpaclass.com/c/cursos/O2G5pT?from=contents,115512,Parte 2 ,590653,Parte 2 ,3YTPuR,https://jornadadedados.alpaclass.com/c/cursos/O2G5pT?lessonSlug=3YTPuR,False,,
Trilha de Engenharia de Dados + IA,Workshop Agente de IA,https://jornadadedados.alpaclass.com/c/cursos/79fXry?from=contents,190895,Agente de IA,1051323,Agente de IA - Parte 02,N3izlj,https://jornadadedados.alpaclass.com/c/cursos/79fXry?lessonSlug=N3izlj,False,,
Trilha de Engenharia de Dados + IA,Workshop Agente de IA,https://jornadadedados.alpaclass.com/c/cursos/79fXry?from=contents,190895,Agente de IA,1035245,Agente de IA - Parte 01,BXKkZ8,https://jornadadedados.alpaclass.com/c/cursos/79fXry?lessonSlug=BXKkZ8,True,,
